date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,603163,圣晖集成,2,11085,868,885,66931,733752090,1294,669,8692,118,1,11220,9900,9977,10200,996,220260131,603163,圣晖集成,2,11085,868,885,66931,733752090,1294,669,8692,118,1,11220,9900,9977,10200,996,2
