date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,300755,华致酒行,2,1684,-1043,-196,261495,448872190.26,590,628,-2649,261,0,1785,1674,1766,1880,240,220260131,300755,华致酒行,2,1684,-1043,-196,261495,448872190.26,590,628,-2649,261,0,1785,1674,1766,1880,240,2
