date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,300506,ST名家汇,2,477,-245,-12,134375,64119367.6,450,183,-4495,66,0,489,467,489,489,1859,220260131,300506,ST名家汇,2,477,-245,-12,134375,64119367.6,450,183,-4495,66,0,489,467,489,489,1859,2
20260201,300506,ST名家汇,2,477,-245,-12,134375,64119367.6,450,183,-4495,66,0,489,467,489,489,1859,2
20260201,300506,ST名家汇,2,477,-245,-12,134375,64119367.6,450,183,-4495,66,0,489,467,489,489,1859,2
20260201,300506,ST名家汇,2,477,-245,-12,134375,64119367.6,450,183,-4495,66,0,489,467,489,489,1859,2
20260201,300506,ST名家汇,2,477,-245,-12,134375,64119367.6,450,183,-4495,66,0,489,467,489,489,1859,2
