date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,300940,南极光,2,2708,-287,-80,77552,209725853.7,502,492,4106,116,0,2770,2630,2680,2788,507,220260131,300940,南极光,2,2708,-287,-80,77552,209725853.7,502,492,4106,116,0,2770,2630,2680,2788,507,2
20260201,300940,南极光,2,2708,-287,-80,77552,209725853.7,502,492,4106,116,0,2770,2630,2680,2788,507,2
20260201,300940,南极光,2,2708,-287,-80,77552,209725853.7,502,492,4106,116,0,2770,2630,2680,2788,507,2
20260201,300940,南极光,2,2708,-287,-80,77552,209725853.7,502,492,4106,116,0,2770,2630,2680,2788,507,2
20260201,300940,南极光,2,2708,-287,-80,77552,209725853.7,502,492,4106,116,0,2770,2630,2680,2788,507,2
