date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,605006,山东玻纤,2,791,76,6,141529,110373397,471,236,-1665229,103,1,797,760,775,785,189,220260131,605006,山东玻纤,2,791,76,6,141529,110373397,471,236,-1665229,103,1,797,760,775,785,189,2
