date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,688301,奕瑞科技,2,11834,-72,-86,35438,422449653,368,177,3784,117,1,12144,11705,11900,11920,405,220260131,688301,奕瑞科技,2,11834,-72,-86,35438,422449653,368,177,3784,117,1,12144,11705,11900,11920,405,2
