date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,300660,江苏雷利,2,5241,112,58,85002,444490374.79,434,190,6638,70,0,5345,5120,5180,5183,676,220260131,300660,江苏雷利,2,5241,112,58,85002,444490374.79,434,190,6638,70,0,5345,5120,5180,5183,676,2
20260201,300660,江苏雷利,2,5241,112,58,85002,444490374.79,434,190,6638,70,0,5345,5120,5180,5183,676,2
20260201,300660,江苏雷利,2,5241,112,58,85002,444490374.79,434,190,6638,70,0,5345,5120,5180,5183,676,2
20260201,300660,江苏雷利,2,5241,112,58,85002,444490374.79,434,190,6638,70,0,5345,5120,5180,5183,676,2
20260201,300660,江苏雷利,2,5241,112,58,85002,444490374.79,434,190,6638,70,0,5345,5120,5180,5183,676,2
