date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,301111,粤万年青,2,2017,-404,-85,93950,190680127.78,723,587,-29773,63,0,2135,1983,2129,2102,431,220260131,301111,粤万年青,2,2017,-404,-85,93950,190680127.78,723,587,-29773,63,0,2135,1983,2129,2102,431,2
