date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,600527,江南高纤,2,226,-44,-1,516866,116397736,308,298,14705,88,1,229,222,226,227,190,220260131,600527,江南高纤,2,226,-44,-1,516866,116397736,308,298,14705,88,1,229,222,226,227,190,2
20260201,600527,江南高纤,2,226,-44,-1,516866,116397736,308,298,14705,88,1,229,222,226,227,190,2
20260201,600527,江南高纤,2,226,-44,-1,516866,116397736,308,298,14705,88,1,229,222,226,227,190,2
20260201,600527,江南高纤,2,226,-44,-1,516866,116397736,308,298,14705,88,1,229,222,226,227,190,2
20260201,600527,江南高纤,2,226,-44,-1,516866,116397736,308,298,14705,88,1,229,222,226,227,190,2
