date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,688418,震有科技,2,4412,-215,-97,110655,486943397,521,575,-13503,66,1,4564,4329,4501,4509,973,220260131,688418,震有科技,2,4412,-215,-97,110655,486943397,521,575,-13503,66,1,4564,4329,4501,4509,973,2
