date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,688090,瑞松科技,2,4738,36,17,33380,156058219,487,273,-70907,59,1,4791,4561,4675,4721,653,220260131,688090,瑞松科技,2,4738,36,17,33380,156058219,487,273,-70907,59,1,4791,4561,4675,4721,653,2
