date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,688352,颀中科技,2,1496,219,32,232175,343936250,444,635,7229,69,1,1512,1447,1452,1464,296,220260131,688352,颀中科技,2,1496,219,32,232175,343936250,444,635,7229,69,1,1512,1447,1452,1464,296,2
