date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,600458,时代新材,2,1461,-61,-9,180833,265372865,320,210,2382,91,1,1492,1445,1460,1470,176,220260131,600458,时代新材,2,1461,-61,-9,180833,265372865,320,210,2382,91,1,1492,1445,1460,1470,176,2
