date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,600459,贵研铂业,2,2355,-1001,-262,649391,1548457739,436,855,2681,69,1,2469,2355,2460,2617,242,220260131,600459,贵研铂业,2,2355,-1001,-262,649391,1548457739,436,855,2681,69,1,2469,2355,2460,2617,242,2
20260201,600459,贵研铂业,2,2355,-1001,-262,649391,1548457739,436,855,2681,69,1,2469,2355,2460,2617,242,2
20260201,600459,贵研铂业,2,2355,-1001,-262,649391,1548457739,436,855,2681,69,1,2469,2355,2460,2617,242,2
20260201,600459,贵研铂业,2,2355,-1001,-262,649391,1548457739,436,855,2681,69,1,2469,2355,2460,2617,242,2
20260201,600459,贵研铂业,2,2355,-1001,-262,649391,1548457739,436,855,2681,69,1,2469,2355,2460,2617,242,2
