date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,600310,广西能源,2,388,0,0,197484,76524108,180,135,5453,118,1,391,384,387,388,187,220260131,600310,广西能源,2,388,0,0,197484,76524108,180,135,5453,118,1,391,384,387,388,187,2
