date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,220260131,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,2
20260131,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,2
20260201,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,2
20260201,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,2
20260201,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,2
20260201,300045,华力创通,2,2713,-376,-106,474850,1292869456.37,560,920,143626,72,0,2827,2669,2791,2819,1120,2
