date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,601377,兴业证券,2,688,-199,-14,1197959,826781865,214,139,1768,56,1,698,683,696,702,106,220260131,601377,兴业证券,2,688,-199,-14,1197959,826781865,214,139,1768,56,1,698,683,696,702,106,2
