date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,300595,欧普康视,2,1580,-82,-13,95244,150650347.44,207,142,2400,67,0,1599,1566,1590,1593,286,220260131,300595,欧普康视,2,1580,-82,-13,95244,150650347.44,207,142,2400,67,0,1599,1566,1590,1593,286,2
