date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,603107,上海汽配,2,1529,86,13,33534,50998655,158,154,2864,96,1,1530,1506,1515,1516,244,220260131,603107,上海汽配,2,1529,86,13,33534,50998655,158,154,2864,96,1,1530,1506,1515,1516,244,2
