date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,603170,宝立食品,2,1422,-14,-2,32675,46349028,246,82,2224,68,1,1438,1403,1415,1424,403,220260131,603170,宝立食品,2,1422,-14,-2,32675,46349028,246,82,2224,68,1,1438,1403,1415,1424,403,2
