date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,603733,仙鹤股份,2,2455,178,43,60682,147792673,315,86,1675,113,1,2461,2385,2412,2412,210,220260131,603733,仙鹤股份,2,2455,178,43,60682,147792673,315,86,1675,113,1,2461,2385,2412,2412,210,2
