date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260201,603199,九华旅游,2,4290,352,146,53119,227771954,630,480,1971,163,1,4388,4127,4144,4144,293,2
