date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,601061,XD中信金,2,1494,-840,-137,452948,682309758,687,904,2361,92,1,1580,1468,1554,1631,317,220260131,601061,XD中信金,2,1494,-840,-137,452948,682309758,687,904,2361,92,1,1580,1468,1554,1631,317,2
20260201,601061,XD中信金,2,1494,-840,-137,452948,682309758,687,904,2361,92,1,1580,1468,1554,1631,317,2
20260201,601061,XD中信金,2,1494,-840,-137,452948,682309758,687,904,2361,92,1,1580,1468,1554,1631,317,2
20260201,601061,XD中信金,2,1494,-840,-137,452948,682309758,687,904,2361,92,1,1580,1468,1554,1631,317,2
20260201,601061,XD中信金,2,1494,-840,-137,452948,682309758,687,904,2361,92,1,1580,1468,1554,1631,317,2
