date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,2
20260131,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,220260131,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,2
20260201,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,2
20260201,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,2
20260201,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,2
20260201,920263,中航泰达,2,1341,-318,-44,26174,35219448.71,303,255,7285,109,0,1369,1327,1358,1385,327,2
