date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260131,000419,通程控股,2,653,171,11,124445,80534804.47,234,229,2140,121,0,653,638,640,642,101,2
20260131,000420,吉林化纤,2,482,-183,-9,1468513,697910574.2,530,597,27227,87,0,489,463,486,491,268,2
20260131,000421,南京公用,2,718,14,1,126720,90497528.96,265,221,2669,70,0,723,704,710,717,147,2
20260131,000422,湖北宜化,2,1659,-96,-16,647086,1060235179.35,591,612,1668,89,0,1688,1589,1663,1675,306,2
20260131,000423,东阿阿胶,2,5063,-78,-40,145226,746070796.69,308,226,1920,192,0,5220,5063,5108,5103,328,2
20260131,000425,徐工机械,2,1074,-19,-2,946705,1018656272.01,325,105,1584,55,0,1092,1057,1085,1076,211,2
20260131,000426,兴业银锡,2,6152,-1001,-684,768681,4762367575.11,373,433,6006,66,0,6407,6152,6152,6836,1193,2
20260131,000428,华天酒店,2,359,113,4,282948,101575267.82,197,278,-1756,141,0,362,355,356,355,262,2
20260131,000429,粤高速Ａ,2,1219,0,0,108295,133054527.24,180,83,1415,140,0,1238,1216,1218,1219,229,2
20260131,000430,*ST张股,2,721,28,2,45096,32391670,111,122,-19548,88,0,723,715,717,719,559,2
20260131,000488,ST晨鸣,2,216,-182,-4,161767,35093615,182,96,-79,122,0,219,215,218,220,199,2
20260131,000498,山东路桥,2,633,32,2,139735,88126938.91,190,96,523,84,0,635,623,631,631,62,2
20260131,000501,武商集团,2,1059,-9,-1,179324,188865845.7,292,233,4778,84,0,1070,1039,1060,1060,74,2
20260131,000503,国新健康,2,944,-228,-22,173474,165146958.96,269,177,-5008,60,0,969,943,960,966,730,2
20260131,000504,*ST生物,2,867,70,6,20073,17300587,209,61,41014,31,0,871,853,861,861,1181,2
20260131,000505,京粮控股,2,779,277,21,589097,460313834.48,673,932,-8247,275,0,798,747,751,758,184,2
20260131,000506,招金黄金,2,2567,-999,-285,302529,776591943,0,326,21769,27,0,2567,2567,2567,2852,3724,2
20260131,000507,珠海港,2,549,-18,-1,172965,95079396.32,200,192,1525,95,0,555,544,550,550,92,2
20260131,000509,华塑控股,2,342,-29,-1,159820,54568473,233,149,-27928,83,0,346,338,344,343,2953,2
20260131,000510,新金路,2,1617,-277,-46,1014683,1678880222.63,908,1673,-10020,107,0,1739,1588,1592,1663,850,2
20260131,000513,丽珠集团,2,3496,-96,-34,72140,252943386.88,232,127,1327,90,0,3562,3480,3535,3530,222,2
20260131,000514,渝 开 发,2,508,-342,-18,295050,151266285.04,418,350,1993,122,0,527,505,521,526,113,2
20260131,000516,国际医学,2,489,-240,-12,546624,268510122.08,339,248,-2796,81,0,501,484,498,501,328,2
20260131,000517,荣安地产,2,183,-108,-2,366950,66762656.61,378,147,-6803,124,0,185,178,184,185,101,2
20260131,000518,*ST四环,2,260,277,7,192644,49760028.9,514,187,-15811,83,0,264,251,251,253,746,2
20260131,000519,中兵红箭,2,1886,-368,-72,611460,1151485670.96,531,439,-33488,85,0,1949,1845,1926,1958,257,2
20260131,000520,凤凰航运,2,434,-114,-5,156254,68123750,228,154,-5923,84,0,443,433,436,439,1091,2
20260131,000521,长虹美菱,2,665,30,2,147531,98053112.05,166,168,1052,118,0,669,658,661,663,110,2
20260131,000523,红棉股份,2,400,-361,-15,875599,352043655.9,627,661,8433,112,0,417,391,407,415,388,2
20260131,000524,岭南控股,2,1274,-78,-10,178549,229085429.46,202,267,9768,156,0,1297,1271,1272,1284,375,2
20260131,000525,红太阳,2,579,35,2,196136,112876055.9,260,176,-2084,73,0,583,568,572,577,286,2
20260131,000526,学大教育,2,3805,-91,-35,15904,60713740,227,133,1505,83,0,3879,3792,3846,3840,465,2
20260131,000528,柳    工,2,1139,-61,-7,365375,416170365.36,305,180,1193,86,0,1156,1121,1143,1146,127,2
20260131,000529,广弘控股,2,625,113,7,154827,96330538.62,210,272,4075,143,0,628,615,618,618,115,2
20260131,000530,冰山冷热,2,684,44,3,182865,125189968.72,250,305,4791,60,0,694,677,680,681,181,2
20260131,000531,穗恒运Ａ,2,646,-798,-56,372442,243413697.08,641,409,1149,326,0,685,640,685,702,97,2
20260131,000532,华金资本,2,1579,-156,-25,81612,128608986.83,293,238,3942,75,0,1603,1556,1598,1604,347,2
20260131,000533,顺钠股份,2,838,-278,-24,287234,240293140.97,464,419,5393,51,0,861,821,855,862,611,2
20260131,000534,万泽股份,2,2936,-501,-155,223920,657661072.74,760,448,6603,76,0,3093,2858,3089,3091,953,2
20260131,000536,华映科技,2,467,0,0,455955,212182695.66,236,165,-1342,64,0,471,460,463,467,2259,2
20260131,000537,绿发电力,2,844,-71,-6,210902,177818218.48,235,102,1624,94,0,853,833,849,850,87,2
20260131,000538,云南白药,2,5561,-87,-49,90435,504812548,139,51,1558,68,0,5619,5541,5590,5610,250,2
20260131,000539,粤电力Ａ,2,489,0,0,243225,118939520.37,225,95,3298,84,0,493,482,486,489,110,2
20260131,000541,佛山照明,2,628,16,1,123134,77178237.4,223,100,5130,78,0,634,620,624,627,144,2
20260131,000543,皖能电力,2,811,-25,-2,281771,228159639.35,209,124,723,74,0,817,800,810,813,107,2
20260131,000544,中原环保,2,866,58,5,74209,64003574.05,174,76,617,134,0,869,854,862,861,93,2
20260131,000545,金浦钛业,2,295,-391,-12,587684,172782863.2,651,596,-938,96,0,305,285,303,307,319,2
20260131,000546,金圆股份,2,583,-1003,-65,591883,350602006.06,540,850,-3339,128,0,618,583,606,648,112,2
20260131,000547,航天发展,2,2848,478,130,3435007,9866735326.42,1104,2162,-6985,153,0,2980,2680,2690,2718,968,2
20260131,000548,湖南投资,2,576,123,7,99597,57069601.9,246,200,3826,104,0,579,565,566,569,139,2
20260131,000550,江铃汽车,2,1809,-136,-25,56223,102246244.8,202,108,1314,80,0,1838,1801,1831,1834,133,2
20260131,000551,创元科技,2,1468,124,18,212233,312065481.34,490,439,2442,61,0,1508,1437,1450,1450,253,2
20260131,000552,甘肃能化,2,248,-80,-2,1005815,252933967.09,520,270,-3615,113,0,259,246,249,250,81,2
20260131,000553,安道麦A,2,623,-48,-3,136429,84079857,367,63,-2575,154,0,626,603,620,626,79,2
20260131,000554,泰山石油,2,846,-526,-47,1178606,1043993469.8,1277,3250,2695,174,0,954,840,893,893,351,2
20260131,000555,神州信息,2,1618,-259,-43,286752,465731989.55,446,295,-11087,78,0,1675,1601,1654,1661,285,2
20260131,000557,西部创业,2,524,356,18,359984,186097295.28,632,247,1945,238,0,535,503,505,506,120,2
20260131,000558,天府文旅,2,533,133,7,667695,358292505.97,304,518,-27936,178,0,544,528,529,526,655,2
20260131,000559,万向钱潮,2,1723,17,3,1264109,2171057201.56,494,381,5540,76,0,1758,1673,1719,1720,608,2
20260131,000560,我爱我家,2,334,30,1,3888198,1303794477.31,480,1724,13940,197,0,344,328,334,333,84,2
20260131,000561,烽火电子,2,1141,-428,-51,355683,410599917,487,496,-8431,58,0,1193,1135,1181,1192,313,2
20260131,000563,陕国投Ａ,2,358,-165,-6,670750,240668671.91,247,131,1273,108,0,364,355,363,364,96,2
20260131,000564,供销大集,2,243,-82,-2,2073144,507049612.45,245,141,45485,72,0,248,242,243,245,279,2
20260131,000565,渝三峡Ａ,2,827,73,6,296863,243056406.5,487,685,16307,59,0,840,800,815,821,288,2
20260131,000566,海南海药,2,646,31,2,379986,247133727.74,388,293,-2594,48,0,660,635,638,644,3011,2
20260131,000567,海德股份,2,582,-102,-6,181207,105953885,289,93,4992,96,0,594,577,587,588,211,2
20260131,000568,泸州老窖,2,12090,-160,-197,315155,3857853384.8,339,214,1240,176,0,12479,12062,12317,12287,358,2
20260131,000570,苏常柴Ａ,2,593,207,12,175982,103782696.8,310,317,7055,170,0,596,578,581,581,122,2
20260131,000571,新大洲A,2,628,363,22,461853,296160238.45,644,567,-3871,158,0,665,626,634,606,3714,2
20260131,000572,海马汽车,2,688,-29,-2,545517,376338858.91,348,332,-11401,73,0,705,681,686,690,673,2
20260131,000573,粤宏远Ａ,2,425,-428,-19,923102,393287957.61,676,1458,2742,144,0,443,413,437,444,165,2
20260131,000576,甘化科工,2,1065,-175,-19,130449,138079708,415,301,4496,67,0,1086,1041,1080,1084,281,2
20260131,000581,威孚高科,2,2141,-365,-81,200355,431928321.24,414,252,1347,118,0,2213,2121,2211,2222,103,2
20260131,000582,北部湾港,2,978,-121,-12,427887,418268892.97,333,209,2242,86,0,998,965,989,990,121,2
20260131,000586,汇源通信,2,1405,540,72,155036,214666171.13,743,801,13807,178,0,1427,1328,1335,1333,803,2
20260131,000589,贵州轮胎,2,515,78,4,355961,182560461.27,196,232,1334,125,0,517,507,510,511,90,2
20260131,000590,古汉医药,2,1120,-18,-2,44895,50382109,276,188,-13573,91,0,1142,1111,1122,1122,460,2
20260131,000591,太阳能,2,537,-307,-17,1877334,1004127027.99,596,478,1405,73,0,554,521,550,554,87,2
20260131,000592,平潭发展,2,1035,-208,-22,2727206,2880825298.24,577,1424,48015,77,0,1092,1031,1046,1057,1042,2
20260131,000593,德龙汇能,2,1470,-915,-148,314071,473393641.08,952,876,15958,101,0,1610,1456,1602,1618,603,2
20260131,000595,*ST宝实,2,607,-257,-16,363980,219692586.07,642,320,4399,248,0,632,592,592,623,1358,2
20260131,000596,古井贡酒,2,13212,-466,-646,79602,1069936336.83,367,195,1323,131,0,13720,13212,13720,13858,274,2
20260131,000597,东北制药,2,530,-38,-2,175451,92986393.07,207,124,3285,70,0,536,525,532,532,141,2
20260131,000598,兴蓉环境,2,732,124,9,229133,166721557.07,166,77,929,95,0,733,721,721,723,112,2
20260131,000599,青岛双星,2,697,265,18,676622,466629647.04,648,828,-1638,192,0,712,668,690,679,433,2
20260131,000600,建投能源,2,873,92,8,232519,202089138.55,289,213,746,76,0,879,854,864,865,135,2
20260131,000601,韶能股份,2,513,118,6,207399,105771803.24,296,198,2373,105,0,517,502,506,507,130,2
20260131,000603,盛达资源,2,6102,-1000,-678,252806,1544675955.48,292,379,9787,43,0,6300,6102,6102,6780,1280,2
20260131,000605,渤海股份,2,713,157,11,67285,47605487.79,256,191,14285,128,0,714,696,697,702,118,2
20260131,000607,华媒控股,2,513,-284,-15,1481613,765756078.51,511,1674,-6743,167,0,533,506,530,528,337,2
20260131,000608,*ST阳光,2,331,0,0,295092,97247857.4,604,396,-2584,101,0,340,320,325,331,111,2
20260131,000609,ST中迪,2,741,179,13,231716,171753815.68,659,796,-1099,172,0,764,716,716,728,-26037,2
20260131,000610,西安旅游,2,1255,-55,-7,125635,159451151.35,214,533,-2774,93,0,1280,1253,1262,1262,1900,2
20260131,000612,焦作万方,2,1357,-929,-139,1158080,1582347700.07,535,972,1339,104,0,1426,1346,1400,1496,231,2
20260131,000615,*ST美谷,2,307,-192,-6,125379,38838964.36,288,135,-3323,143,0,316,307,311,313,1880,2
20260131,000617,中油资本,2,899,-218,-20,837335,756576255.66,261,66,2133,102,0,920,896,920,919,109,2
20260131,000619,海螺新材,2,652,62,4,111035,71834052,293,308,-5626,94,0,655,636,643,648,113,2
20260131,000620,盈新发展,2,336,-968,-36,5356510,1831623024.98,645,1147,-3045,116,0,360,336,355,372,441,2
20260131,000623,吉林敖东,2,2044,-168,-35,190523,389624575.37,313,160,811,101,0,2077,2012,2070,2079,80,2
20260131,000625,长安汽车,2,1112,-228,-26,968802,1082678286.39,176,117,2706,111,0,1131,1111,1130,1138,144,2
20260131,000626,远大控股,2,794,-63,-5,109448,86906880.49,363,217,9375,98,0,809,780,792,799,169,2
20260131,000628,高新发展,2,5070,116,58,73413,375585216.51,407,382,14061,73,0,5211,5007,5007,5012,815,2
20260131,000629,钒钛股份,2,383,-859,-36,4308460,1660652567.96,668,464,-17954,95,0,405,377,403,419,290,2
20260131,000630,铜陵有色,2,827,-1001,-92,9795025,8367812455.22,881,879,4698,82,0,908,827,880,919,313,2
20260131,000631,顺发恒能,2,415,147,6,433146,177822944.33,440,181,12380,49,0,419,401,412,409,169,2
20260131,000632,三木集团,2,503,-59,-3,286937,142429287.34,514,616,-1285,112,0,506,480,487,506,266,2
20260131,000633,合金投资,2,774,-325,-26,222327,171690392,425,577,30801,87,0,790,756,786,800,1517,2
20260131,000635,英 力 特,2,1021,99,10,98413,98708304,435,325,-1220,111,0,1025,981,1006,1011,261,2
20260131,000636,风华高科,2,2050,-326,-69,652493,1324893815.35,746,564,7786,102,0,2119,1961,2100,2119,190,2
20260131,000637,茂化实华,2,480,213,10,361108,173199371.85,766,990,-1997,171,0,500,464,470,470,450,2
20260131,000638,*ST万方,2,245,-504,-13,7367,1804915,0,24,-6658,64,0,245,245,245,258,547,2
20260131,000639,西王食品,2,317,-125,-4,581673,185691481,312,539,115501,136,0,326,316,319,321,118,2
20260131,000650,仁和药业,2,599,-99,-6,273655,164163387,231,206,1659,84,0,608,594,603,605,132,2
20260131,000651,格力电器,2,3870,-46,-18,449104,1747213865.79,144,81,758,69,0,3919,3863,3885,3888,156,2
20260131,000652,泰达股份,2,452,89,4,571665,259995734.34,558,388,7143,83,0,470,445,447,448,116,2
20260131,000655,金岭矿业,2,1056,-555,-62,370902,389308961.69,760,623,2139,103,0,1100,1015,1095,1118,179,2
20260131,000656,*ST金科,2,148,-133,-2,844581,125302615.52,200,111,-110,97,0,150,147,150,150,-43,2
20260131,000657,中钨高新,2,4850,-176,-87,1311615,6247147350.52,1053,903,9799,104,0,5080,4560,4753,4937,1119,2
20260131,000659,珠海中富,2,476,0,0,559550,267611526.72,525,435,-8560,99,0,488,463,469,476,3600,2
20260131,000661,长春高新,2,9590,-244,-240,60289,582358578.33,290,151,2519,75,0,9865,9580,9820,9830,170,2
20260131,000663,永安林业,2,783,357,27,235361,183292056.77,701,768,-9999,134,0,806,753,756,756,263,2
20260131,000665,湖北广电,2,542,-181,-10,197374,107161253.06,181,174,-1192,71,0,550,540,547,552,154,2
20260131,000668,*ST荣控,2,1319,-90,-12,28403,36936041.99,601,193,-5301,75,0,1344,1264,1316,1331,274,2
20260131,000669,ST金鸿,2,308,165,5,88256,26996821,264,130,-3400,63,0,310,302,303,303,-18878,2
20260131,000670,盈方微,2,843,-288,-25,637254,540100819.08,357,775,-12322,38,0,868,837,860,868,25652,2
20260131,000672,上峰水泥,2,1443,374,52,292883,411019275.17,705,302,1987,152,0,1448,1350,1382,1391,158,2
20260131,000676,智度股份,2,941,-239,-23,543031,510177199.84,353,431,7453,87,0,957,923,955,964,278,2
20260131,000677,恒天海龙,2,411,74,3,220112,89949242,368,255,96922,72,0,417,402,404,408,699,2
20260131,000678,襄阳轴承,2,1419,275,38,166548,233498093.03,485,362,-18212,92,0,1435,1368,1375,1381,818,2
20260131,000679,大连友谊,2,711,-139,-10,54648,39005408.21,222,153,-3328,110,0,724,708,714,721,1284,2
20260131,000680,山推股份,2,1241,-143,-18,185985,231798759.24,548,141,1665,84,0,1290,1221,1250,1259,319,2
20260131,000681,视觉中国,2,2635,-186,-50,688879,1828023978.76,317,1019,18631,62,0,2705,2620,2685,2685,509,2
20260131,000682,东方电子,2,1316,-120,-16,228663,299131299.39,375,171,2673,83,0,1335,1285,1323,1332,321,2
20260131,000683,博源化工,2,845,-254,-22,571976,484565866.06,715,171,2218,98,0,882,820,860,867,216,2
20260131,000685,中山公用,2,1235,-8,-1,197831,243141797.95,364,158,1128,108,0,1250,1205,1229,1236,101,2
20260131,000686,东北证券,2,908,-109,-10,355319,323960287.56,196,152,1494,76,0,924,906,918,918,107,2
20260131,000688,国城矿业,2,2680,-803,-234,324662,872213309.5,604,274,5288,72,0,2799,2623,2775,2914,777,2
20260131,000690,宝新能源,2,447,45,2,544677,242540066.94,202,250,889,103,0,449,440,444,445,77,2
20260131,000691,*ST亚太,2,853,59,5,87376,73536798.4,507,270,-8135,94,0,869,826,829,848,-4022,2
20260131,000692,惠天热电,2,378,356,13,285645,106891643.52,356,536,-477,228,0,378,365,368,365,-1560,2
20260131,000695,滨海能源,2,1234,-112,-14,78812,97454018,240,355,-4159,65,0,1254,1224,1240,1248,2532,2
20260131,000697,ST炼石,2,887,-11,-1,67554,59481362.04,270,103,-5302,67,0,895,871,886,888,490,2
20260131,000698,ST沈化,2,416,97,4,149867,61544283,243,191,2876,101,0,416,406,408,412,231,2
20260131,000700,模塑科技,2,1340,568,72,583709,759640622.16,828,636,2460,83,0,1350,1245,1267,1268,331,2
20260131,000701,厦门信达,2,623,-95,-6,158901,98936368,302,238,47046,55,0,633,614,624,629,-823,2
20260131,000702,正虹科技,2,700,43,3,113385,79756847.3,359,425,-17365,184,0,715,690,696,697,689,2
20260131,000703,恒逸石化,2,1208,-82,-10,560495,670512348.27,944,156,14124,132,0,1265,1150,1203,1218,187,2
20260131,000705,浙江震元,2,944,11,1,83356,78633036,297,296,4220,106,0,958,930,943,943,156,2
20260131,000707,双环科技,2,665,184,12,175104,114733183.47,383,377,-11116,123,0,668,643,651,653,137,2
20260131,000708,中信特钢,2,1642,327,52,326751,530875804.39,484,65,1435,161,0,1658,1581,1589,1590,200,2
20260131,000709,河钢股份,2,251,-309,-8,1731380,437496874.6,502,168,2365,113,0,260,247,257,259,50,2
20260131,000710,贝瑞基因,2,1205,-391,-49,143710,174445519,343,436,-6078,78,0,1240,1197,1232,1254,263,2
20260131,000711,ST京蓝,2,212,192,4,3382489,720190435.05,865,1480,-4331,230,0,218,200,218,208,1045,2
20260131,000712,锦龙股份,2,1183,-174,-21,147977,175937563.72,266,165,5224,96,0,1210,1178,1201,1204,418,2
20260131,000713,国投丰乐,2,738,394,28,835479,621822287.23,944,1361,-4870,467,0,770,703,707,710,197,2
20260131,000715,中兴商业,2,635,79,5,160433,101464888.8,302,298,3762,71,0,641,622,630,630,175,2
20260131,000716,黑芝麻,2,639,95,6,421343,270165844.95,363,570,52911,166,0,652,629,631,633,189,2
20260131,000717,中南股份,2,263,-366,-10,578172,153137420.36,513,239,-7110,145,0,273,259,271,273,81,2
20260131,000718,苏宁环球,2,234,-290,-7,524200,123426015.4,373,230,5316,117,0,241,232,239,241,77,2
20260131,000719,中原传媒,2,1278,-23,-3,95829,122782824.46,195,144,1313,114,0,1295,1270,1280,1281,112,2
20260131,000720,新能泰山,2,365,55,2,243655,87977954,275,194,-86694,56,0,366,356,364,363,195,2
20260131,000721,西安饮食,2,926,-117,-11,256574,240795561,267,501,-4704,135,0,951,926,937,937,2441,2
20260131,000722,湖南发展,2,1308,77,10,160584,209120541.62,247,346,7111,99,0,1313,1281,1289,1298,193,2
20260131,000723,美锦能源,2,506,80,4,2920762,1489302626.05,1116,665,-2267,230,0,547,491,501,502,168,2
20260131,000725,京东方Ａ,2,437,-180,-8,9623973,4172981839.5,449,265,2639,102,0,445,425,443,445,121,2
20260131,000726,鲁  泰Ａ,2,779,117,9,142562,110259930.78,208,242,950,72,0,781,765,767,770,66,2
20260131,000727,冠捷科技,2,255,-192,-5,1011159,259293925.62,269,223,-1440,95,0,261,254,259,260,499,2
