date,f57,f58,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f55,f59,f60,f62
20260201,000001,平安银行,10.83,11.03,10.83,10.94,1091755,1191181198.25,430834,0.85,12.06,9.86,1.975634423,2,10.96,3
