date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260201,301296,新巨丰,2,903,203,18,35895,32081091,271,124,4186,117,0,903,879,882,885,140,2
