date,f12,f14,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f15,f16,f17,f18,f23,f152
20260201,920407,驰诚股份,2,2317,-346,-83,13607,31889840.92,396,391,7688,58,0,2398,2303,2363,2400,722,2
